Class #,Subject,Cat#,Sect#,Course Name,Hrs,Instructor,Enr Cap,Days,Time Start,Time End,Classroom Type,Room #
,,,,MATH/SCIENCE,,,,,,,,
50206,BIOG,140,600,Cell & Molecular Biology for Engnrs I,2.0,Abushirdaneh,24,M,09:00:00,10:50:00,Biology Lab (B107),B107
50207,BIOG,140,60L1,Cell & Molecular Biology for Engnrs I Lab,3.0,Abushirdaneh,24,W,09:00:00,11:50:00,Biology Lab (B107),B107
57404,BIOG,140,601,Cell & Molecular Biology for Engnrs I,2.0,Abushirdaneh,24,M,13:05:00,14:55:00,Biology Lab (B107),B107
57405,BIOG,140,60L2,Cell & Molecular Biology for Engnrs I Lab,3.0,Abushirdaneh,24,W,13:05:00,15:55:00,Biology Lab (B107),B107
57776,BIOG,140,602,Cell & Molecular Biology for Engnrs I,2.0,Abushirdaneh,24,T,09:30:00,11:20:00,Biology Lab (B107),B107
57777,BIOG,140,60L3,Cell & Molecular Biology for Engnrs I Lab,3.0,Abushirdaneh,24,R,15:00:00,17:50:00,Biology Lab (B107),B107
50409,BIOG,240,600,Cell & Molecular Biology for Engnrs II,2.0,Abushirdaneh,24,R,15:00:00,17:50:00,Biology Lab (B107),B107
50410,BIOG,240,60L1,Cell & Molecular Biology for Engnrs II Lab,3.0,Abushirdaneh,24,R,15:00:00,17:50:00,Biology Lab (B107),B107
50049,BIOL,101,600,General Biology I,3.0,Hassan,30,MW,13:05:00,14:25:00,Biology Lab (B107),B107
50164,BIOL,101,601,General Biology I,3.0,Hassan,30,MW,14:35:00,15:55:00,Biology Lab (B107),B107
50463,BIOL,101,602,General Biology I,3.0,Vahora,30,MWF,10:05:00,11:10:00,Biology Lab (B107),B107
50266,BIOL,102,600,Gen Biology II,3.0,Amawi,30,MW,13:05:00,14:25:00,Regular Classroom (30 Cap),C107
57200,BIOL,102,601,Gen Biology II,3.0,Amawi,30,MW,14:35:00,15:55:00,Regular Classroom (30 Cap),C107
57403,BIOL,102,602,Gen Biology II,3.0,Amawi,30,TR,13:30:00,14:50:00,Regular Classroom (30 Cap),C107
50267,BIOL,104,600,Gen Biology II Lab,3.0,Hassan,24,T,13:30:00,16:20:00,Biology Lab (B107),B107
57201,BIOL,104,601,Gen Biology II Lab,3.0,Hassan,24,F,09:00:00,11:50:00,Biology Lab (B107),B107
50209,CHMG,141,600,General and Analytical Chemistry I,3.0,Vahora,30,MWF,09:00:00,09:55:00,Chemistry Lab (B106),B106
50210,CHMG,141,601,General and Analytical Chemistry I,3.0,Durrani,30,MW,13:05:00,14:25:00,Chemistry Lab (B106),B106
50411,CHMG,141,602,General and Analytical Chemistry I,3.0,Durrani,30,MW,14:35:00,15:55:00,Chemistry Lab (B106),B106
57203,CHMG,141,603,General and Analytical Chemistry I,3.0,Durrani,30,TR,10:30:00,11:50:00,Chemistry Lab (B106),B106
50277,CHMG,142,600,General and Analytical Chemistry II,3.0,Amawi,30,TR,12:00:00,13:20:00,Regular Classroom (30 Cap),C107
50412,CHMG,146,600,General and Analytical Chemistry II Lab,3.0,Durrani,30,TR,13:30:00,14:50:00,Chemistry Lab (B106),B106
50030,MATH,90,600,Algebra,3.0,Madiha Farman,30,TR,13:30:00,14:50:00,Chemistry Lab (B106),B106
50030,MATH,90,601,Algebra,3.0,TBD,30,TR,13:30:00,14:50:00,Chemistry Lab (B106),B106
50031,MATH,101,600,College Algebra,3.0,Nagshineh,30,TR,09:00:00,10:20:00,Regular Classroom (46 Cap),B106
50406,MATH,101,601,College Algebra,3.0,Haroon Moidu,30,MWF,10:05:00,11:00:00,Regular Classroom (46 Cap),B106
57407,MATH,101,602,College Algebra,3.0,Haroon Moidu,30,MW,13:05:00,14:25:00,Regular Classroom (46 Cap),B106
57408,MATH,101,603,College Algebra,3.0,Madiha Farman,30,TR,16:30:00,17:50:00,Regular Classroom (46 Cap),B106
50032,MATH,111,600,Precalculus,3.0,Madiha Farman,30,MWF,11:10:00,12:05:00,Regular Classroom (30 Cap),B106
50198,MATH,111,60R1,Precalculus Recitation,1.0,Madiha Farman,30,MWF,11:10:00,12:05:00,Regular Classroom (30 Cap),B106
50356,MATH,111,601,Precalculus,3.0,Ali Sayyad,30,TR,13:30:00,14:50:00,Regular Classroom (30 Cap),B106
50357,MATH,111,60R2,Precalculus Recitation,1.0,Ali Sayyad,30,online,13:30:00,14:50:00,Regular Classroom (30 Cap),B106
50033,MATH,131,600,Discrete Math,4.0,Al-Khamaiseh,30,MW,09:00:00,10:50:00,Regular Classroom (46 Cap),B106
50405,MATH,131,601,Discrete Math,4.0,Al-Khamaiseh,30,TR,10:30:00,12:20:00,Regular Classroom (46 Cap),B106
57232,MATH,131,602,Discrete Math,4.0,Muhammad Jamil,30,MW,13:30:00,15:20:00,Regular Classroom (46 Cap),B106
57232,MATH,131,603,Discrete Math,4.0,TBD,30,MW,13:30:00,15:20:00,Regular Classroom (46 Cap),B106
50174,MATH,161,600,Applied Calculus,4.0,Nagshineh,30,MW,10:05:00,11:55:00,Regular Classroom (46 Cap),B106
50330,MATH,161,601,Applied Calculus,4.0,Nagshineh,30,MW,13:05:00,14:55:00,Regular Classroom (46 Cap),B106
50404,MATH,161,602,Applied Calculus,4.0,Nagshineh,30,TR,12:00:00,13:50:00,Regular Classroom (46 Cap),B106
50175,MATH,181,600,Calculus I,5.0,Belal Alkhamaiseh,30,MW,13:05:00,14:55:00,Regular Classroom (46 Cap),B106
50175,MATH,181,600,Recitation,1.0,Madiha Farman,30,M,15:00:00,15:55:00,Regular Classroom (30 Cap),B106
50034,MATH,181,601,Calculus I,5.0,Belal Alkhamaiseh,30,TR,13:30:00,15:20:00,Regular Classroom (30 Cap),B106
57571,MATH,181,601,Recitation,1.0,Madiha Farman,30,T,15:25:00,16:20:00,Regular Classroom (30 Cap),B106
50035,MATH,181,602,Calculus I,5.0,Muhammad Jamil,30,MW,09:00:00,10:50:00,Regular Classroom (46 Cap),B106
50035,MATH,181,602,Recitation,1.0,Muhammad Jamil,30,F,10:05:00,11:00:00,Regular Classroom (30 Cap),B106
57409,MATH,181,603,Calculus I,5.0,TBD,30,F,10:05:00,11:00:00,Regular Classroom (30 Cap),B106
57409,',',603,Recitation,1.0,TBD,30,F,10:05:00,11:00:00,Regular Classroom (30 Cap),B106
50036,MATH,182,600,Calculus II,5.0,Jameel Maki,30,MW,10:05:00,11:55:00,Regular Classroom (46 Cap),C-209 or C-210
50036,MATH,182,600,Recitation,1.0,Madiha Farman,30,F,10:05:00,11:00:00,Regular Classroom (30 Cap),C-209 or C-210
50037,MATH,182,601,Calculus II,5.0,Jameel Maki,30,F,10:05:00,11:00:00,Regular Classroom (30 Cap),C-209 or C-210
57567,MATH,182,601,Recitation,1.0,Madiha Farman,30,F,10:05:00,11:00:00,Regular Classroom (30 Cap),C-209 or C-210
50331,MATH,182,602,Calculus II,5.0,Ali Sayyad,30,TR,10:30:00,12:20:00,Regular Classroom (30 Cap),C-209 or C-210
57568,MATH,182,602,Recitation,1.0,Madiha Farman,30,R,12:25:00,13:20:00,Regular Classroom (30 Cap),C-209 or C-210
50402,MATH,182,603,Calculus II,5.0,Ali Sayyad,30,MW,13:05:00,14:55:00,Regular Classroom (46 Cap),C-209 or C-210
50402,MATH,182,603,Recitation,1.0,Madiha Farman,30,W,15:00:00,15:55:00,Regular Classroom (46 Cap),C-209 or C-210
50402,MATH,182,604,Calculus II,6.0,TBD,30,W,15:00:00,15:55:00,Regular Classroom (46 Cap),C-209 or C-210
50402,MATH,182,604,Recitation,2.0,TBD,30,W,15:00:00,15:55:00,Regular Classroom (46 Cap),C-209 or C-210
50459,MATH,190,600,Discrete Mathematics for Computing,3.0,Jeya Kumar,30,TR,10:30:00,11:50:00,Regular Classroom (30 Cap),C-209 or C-210
50460,MATH,190,60R1,Recitation,1.0,Jeya Kumar,30,TR,10:30:00,11:50:00,Regular Classroom (30 Cap),C-209 or C-210
57233,MATH,190,601,Discrete Mathematics for Computing,3.0,Abdul Kareem Yaseen,30,TR,15:00:00,16:20:00,Regular Classroom (46 Cap),C-209 or C-210
57234,MATH,190,60R2,Recitation,1.0,Abdul Kareem Yaseen,30,TR,15:00:00,16:20:00,Regular Classroom (46 Cap),C-209 or C-210
57234,MATH,190,602,Discrete Mathematics for Computing,3.0,TBD,30,TR,15:00:00,16:20:00,Regular Classroom (30 Cap),C-209 or C-210
57234,MATH,190,60R3,Recitation,1.0,TBD,30,TR,15:00:00,16:20:00,Regular Classroom (30 Cap),C-209 or C-210
50038,MATH,219,600,Multivariable Calculus,3.0,Salameh Ahmad,30,TR,10:30:00,11:50:00,Regular Classroom (30 Cap),C-209 or C-210
50244,MATH,220,600,Vector Calculus,1.0,Manisha Kankarej,30,F,09:00:00,09:55:00,Regular Classroom (30 Cap),C-209 or C-210
57235,MATH,221,600,Multivar & Vector Calculus,4.0,Salameh Ahmad,30,MW,10:05:00,11:50:00,Regular Classroom (30 Cap),C-209 or C-210
50039,MATH,231,600,Differential Equations,3.0,Borghol,30,MW,13:05:00,14:25:00,Regular Classroom (46 Cap),C-209 or C-210
50039,MATH,231,601,Differential Equations,3.0,Borghol,30,MW,13:05:00,14:25:00,Regular Classroom (46 Cap),C-209 or C-210
50040,MATH,233,600,Linear Systems and Diff Eq,4.0,Manisha Kankarej,30,MW,13:05:00,14:55:00,Regular Classroom (46 Cap),C-209 or C-210
50041,MATH,241,600,Linear Algebra,3.0,Borghol,30,TR,09:00:00,10:20:00,Regular Classroom (46 Cap),C-209 or C-210
50176,MATH,241,601,Linear Algebra,3.0,Borghol,30,TR,12:00:00,13:20:00,Regular Classroom (46 Cap),C-209 or C-210
57733,MATH,241,602,Linear Algebra,3.0,Borghol,30,MW,16:05:00,17:25:00,Regular Classroom (46 Cap),any class to have 15 to 18 seats if possible.
50045,PHYS,111,600,College Physics I (will not be offered),4.0,Ahmad,30,MW,16:05:00,17:25:00,Regular Classroom (46 Cap),any class to have 15 to 18 seats if possible.
50046,PHYS,111,60L1,College Physics I Workshop (will not be offered),2.0,TBD,30,MW,16:05:00,17:25:00,Regular Classroom (46 Cap),any class to have 15 to 18 seats if possible.
50047,PHYS,211,600,Univ Physics I,6.0,Ahmad,30,TR,13:30:00,16:20:00,Regular Classroom (46 Cap),any class to have 15 to 18 seats if possible.
50048,PHYS,212,600,Univ Physics II,6.0,Ahmad,30,MW,14:35:00,17:25:00,Regular Classroom (30 Cap),any class to have 15 to 18 seats if possible.
57417,PHYS,212,601,Univ Physics II,6.0,Ahmad (please cancel this section as per agreed with Ellen,30,TR,09:00:00,11:50:00,Regular Classroom (30 Cap),any class to have 15 to 18 seats if possible.
50042,STAT,145,600,Introduction to Statistics I,3.0,Manisha Kankarej,30,TR,10:30:00,11:50:00,Regular Classroom (46 Cap),any class to have 15 to 18 seats if possible.
50333,STAT,145,601,Introduction to Statistics I,3.0,Manisha Kankarej,30,TR,13:30:00,14:50:00,Regular Classroom (46 Cap),any class to have 15 to 18 seats if possible.
50384,STAT,145,602,Introduction to Statistics I,3.0,Muhammad Jamil,30,MWF,11:10:00,12:05:00,Regular Classroom (46 Cap),any class to have 15 to 18 seats if possible.
57226,STAT,145,603,Introduction to Statistics I,3.0,Abdul Kareem Yaseen,30,TR,16:30:00,17:50:00,Regular Classroom (30 Cap),any class to have 15 to 18 seats if possible.
57226,STAT,145,604,Introduction to Statistics I,3.0,TBD,30,TR,16:30:00,17:50:00,Regular Classroom (30 Cap),any class to have 15 to 18 seats if possible.
50043,STAT,146,600,Introduction to Statistics II,4.0,Jameel Maki,30,MW,14:35:00,16:25:00,Open Computer Lab (E218),one of the computer labs
50138,STAT,146,601,Introduction to Statistics II,4.0,Muhammad Jamil,30,TR,15:00:00,16:50:00,Open Computer Lab (E218),one of the computer labs
50385,STAT,146,602,Introduction to Statistics II,4.0,Jameel Maki,30,TR,15:00:00,16:50:00,Open Computer Lab (E218),one of the computer labs
50044,STAT,205,600,Applied Statistics,3.0,Manisha Kankarej,30,MWF,10:05:00,11:00:00,Regular Classroom (30 Cap),one of the computer labs
